# SPDX-FileCopyrightText: 2026 Tom Haynes <loghyr@gmail.com>
# SPDX-License-Identifier: AGPL-3.0-or-later
codec,geom,file_size,run,write_ms,read_ms,verify,mode,layout,cpu,shard_size,simd_mode
codec,geometry,size_bytes,run,write_ms,read_ms,verify,mode,layout,arch,cpu,kernel,simd,simd
rs,4+2,4194304,4,7322,6533,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,avx2,4096,simd
mojette-sys,4+2,4194304,4,9004,6633,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,avx2,4096,simd
mojette-nonsys,4+2,4194304,4,9376,10256,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,avx2,4096,simd
rs,8+2,4194304,4,6166,5397,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,avx2,4096,simd
mojette-sys,8+2,4194304,4,7109,5473,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,avx2,4096,simd
mojette-nonsys,8+2,4194304,4,7481,7269,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,avx2,4096,simd
plain,1+0,4194304,5,4840,4576,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,avx2,4096,simd
stripe,10+0,4194304,5,5050,4692,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,avx2,simd
rs,4+2,4194304,5,7133,6442,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,avx2,4096,simd
mojette-sys,4+2,4194304,5,9063,6789,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,avx2,4096,simd
mojette-nonsys,4+2,4194304,5,8932,10384,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,avx2,4096,simd
rs,8+2,4194304,5,6102,5462,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,avx2,4096,simd
mojette-sys,8+2,4194304,5,7405,5496,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,avx2,4096,simd
mojette-nonsys,8+2,4194304,5,7548,6938,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,avx2,4096,simd
plain,1+0,16777216,1,17753,17360,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,avx2,4096,simd
stripe,10+0,16777216,1,18109,17476,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,avx2,simd
rs,4+2,16777216,1,28259,25904,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,avx2,4096,simd
mojette-sys,4+2,16777216,1,35802,25879,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,avx2,4096,simd
mojette-nonsys,4+2,16777216,1,35320,40017,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,avx2,4096,simd
rs,8+2,16777216,1,23863,21700,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,avx2,4096,simd
mojette-sys,8+2,16777216,1,31679,22119,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,avx2,4096,simd
mojette-nonsys,8+2,16777216,1,33556,30264,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,avx2,4096,simd
plain,1+0,16777216,2,16311,17258,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,avx2,4096,simd
stripe,10+0,16777216,2,18569,17970,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,avx2,simd
rs,4+2,16777216,2,27995,25826,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,avx2,4096,simd
mojette-sys,4+2,16777216,2,34253,25720,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,avx2,4096,simd
mojette-nonsys,4+2,16777216,2,35303,40770,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,avx2,4096,simd
rs,8+2,16777216,2,23849,31097,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,avx2,4096,simd
mojette-sys,8+2,16777216,2,43537,32655,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,avx2,4096,simd
mojette-nonsys,8+2,16777216,2,45712,46585,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,avx2,4096,simd
plain,1+0,16777216,3,26294,25739,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,avx2,4096,simd
stripe,10+0,16777216,3,26943,26148,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,avx2,simd
rs,4+2,16777216,3,41536,38792,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,avx2,4096,simd
mojette-sys,4+2,16777216,3,56031,40286,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,avx2,4096,simd
mojette-nonsys,4+2,16777216,3,54324,59316,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,avx2,4096,simd
rs,8+2,16777216,3,35118,32630,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,avx2,4096,simd
mojette-sys,8+2,16777216,3,46982,32703,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,avx2,4096,simd
mojette-nonsys,8+2,16777216,3,45056,47542,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,avx2,4096,simd
plain,1+0,16777216,4,25982,25398,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,avx2,4096,simd
stripe,10+0,16777216,4,26724,25795,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,avx2,simd
rs,4+2,16777216,4,41017,38472,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,avx2,4096,simd
mojette-sys,4+2,16777216,4,55262,38520,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,avx2,4096,simd
mojette-nonsys,4+2,16777216,4,54701,59628,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,avx2,4096,simd
rs,8+2,16777216,4,35092,32579,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,avx2,4096,simd
mojette-sys,8+2,16777216,4,48907,33149,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,avx2,4096,simd
mojette-nonsys,8+2,16777216,4,47449,47037,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,avx2,4096,simd
plain,1+0,16777216,5,25800,25344,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,avx2,4096,simd
stripe,10+0,16777216,5,26863,25928,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,avx2,simd
rs,4+2,16777216,5,41050,38736,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,avx2,4096,simd
mojette-sys,4+2,16777216,5,55347,39502,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,avx2,4096,simd
mojette-nonsys,4+2,16777216,5,54948,59063,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,avx2,4096,simd
rs,8+2,16777216,5,34129,32108,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,avx2,4096,simd
mojette-sys,8+2,16777216,5,48121,33001,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,avx2,4096,simd
mojette-nonsys,8+2,16777216,5,48451,48369,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,avx2,4096,simd
codec,geometry,size_bytes,run,write_ms,read_ms,verify,mode,layout,arch,cpu,kernel,simd,scalar
plain,1+0,65536,1,461,224,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,scalar(forced),4096,scalar
stripe,10+0,65536,1,602,306,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,scalar(forced),scalar
rs,4+2,65536,1,672,325,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,scalar(forced),4096,scalar
mojette-sys,4+2,65536,1,653,327,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,scalar(forced),4096,scalar
mojette-nonsys,4+2,65536,1,617,386,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,scalar(forced),4096,scalar
rs,8+2,65536,1,611,331,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,scalar(forced),4096,scalar
mojette-sys,8+2,65536,1,655,306,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,scalar(forced),4096,scalar
mojette-nonsys,8+2,65536,1,557,329,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,scalar(forced),4096,scalar
plain,1+0,65536,2,525,166,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,scalar(forced),4096,scalar
stripe,10+0,65536,2,524,294,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,scalar(forced),scalar
rs,4+2,65536,2,597,291,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,scalar(forced),4096,scalar
mojette-sys,4+2,65536,2,581,327,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,scalar(forced),4096,scalar
mojette-nonsys,4+2,65536,2,670,396,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,scalar(forced),4096,scalar
rs,8+2,65536,2,565,363,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,scalar(forced),4096,scalar
mojette-sys,8+2,65536,2,536,281,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,scalar(forced),4096,scalar
mojette-nonsys,8+2,65536,2,702,357,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,scalar(forced),4096,scalar
plain,1+0,65536,3,438,215,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,scalar(forced),4096,scalar
stripe,10+0,65536,3,561,296,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,scalar(forced),scalar
rs,4+2,65536,3,621,302,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,scalar(forced),4096,scalar
mojette-sys,4+2,65536,3,615,327,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,scalar(forced),4096,scalar
mojette-nonsys,4+2,65536,3,618,375,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,scalar(forced),4096,scalar
rs,8+2,65536,3,621,300,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,scalar(forced),4096,scalar
mojette-sys,8+2,65536,3,627,307,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,scalar(forced),4096,scalar
mojette-nonsys,8+2,65536,3,597,265,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,scalar(forced),4096,scalar
plain,1+0,65536,4,451,214,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,scalar(forced),4096,scalar
stripe,10+0,65536,4,614,257,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,scalar(forced),scalar
rs,4+2,65536,4,655,338,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,scalar(forced),4096,scalar
mojette-sys,4+2,65536,4,673,325,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,scalar(forced),4096,scalar
mojette-nonsys,4+2,65536,4,625,381,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,scalar(forced),4096,scalar
rs,8+2,65536,4,598,280,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,scalar(forced),4096,scalar
mojette-sys,8+2,65536,4,617,308,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,scalar(forced),4096,scalar
mojette-nonsys,8+2,65536,4,530,313,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,scalar(forced),4096,scalar
plain,1+0,65536,5,445,216,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,scalar(forced),4096,scalar
stripe,10+0,65536,5,597,274,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,scalar(forced),scalar
rs,4+2,65536,5,625,318,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,scalar(forced),4096,scalar
mojette-sys,4+2,65536,5,672,357,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,scalar(forced),4096,scalar
mojette-nonsys,4+2,65536,5,657,304,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,scalar(forced),4096,scalar
rs,8+2,65536,5,595,306,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,scalar(forced),4096,scalar
mojette-sys,8+2,65536,5,755,327,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,scalar(forced),4096,scalar
mojette-nonsys,8+2,65536,5,593,395,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,scalar(forced),4096,scalar
plain,1+0,262144,1,681,485,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,scalar(forced),4096,scalar
stripe,10+0,262144,1,856,532,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,scalar(forced),scalar
rs,4+2,262144,1,1103,808,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,scalar(forced),4096,scalar
mojette-sys,4+2,262144,1,1228,766,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,scalar(forced),4096,scalar
mojette-nonsys,4+2,262144,1,1160,1052,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,scalar(forced),4096,scalar
rs,8+2,262144,1,1021,706,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,scalar(forced),4096,scalar
mojette-sys,8+2,262144,1,1035,698,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,scalar(forced),4096,scalar
mojette-nonsys,8+2,262144,1,1093,987,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,scalar(forced),4096,scalar
plain,1+0,262144,2,742,514,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,scalar(forced),4096,scalar
stripe,10+0,262144,2,980,562,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,scalar(forced),scalar
rs,4+2,262144,2,1178,850,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,scalar(forced),4096,scalar
mojette-sys,4+2,262144,2,1222,866,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,scalar(forced),4096,scalar
mojette-nonsys,4+2,262144,2,1341,1066,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,scalar(forced),4096,scalar
rs,8+2,262144,2,1103,698,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,scalar(forced),4096,scalar
mojette-sys,8+2,262144,2,1105,670,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,scalar(forced),4096,scalar
mojette-nonsys,8+2,262144,2,1164,947,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,scalar(forced),4096,scalar
plain,1+0,262144,3,777,511,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,scalar(forced),4096,scalar
stripe,10+0,262144,3,1013,699,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,scalar(forced),scalar
rs,4+2,262144,3,1048,742,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,scalar(forced),4096,scalar
mojette-sys,4+2,262144,3,1190,786,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,scalar(forced),4096,scalar
mojette-nonsys,4+2,262144,3,1192,970,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,scalar(forced),4096,scalar
rs,8+2,262144,3,1011,660,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,scalar(forced),4096,scalar
mojette-sys,8+2,262144,3,1034,641,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,scalar(forced),4096,scalar
mojette-nonsys,8+2,262144,3,1110,1005,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,scalar(forced),4096,scalar
plain,1+0,262144,4,747,493,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,scalar(forced),4096,scalar
stripe,10+0,262144,4,995,620,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,scalar(forced),scalar
rs,4+2,262144,4,1146,1004,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,scalar(forced),4096,scalar
mojette-sys,4+2,262144,4,1330,774,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,scalar(forced),4096,scalar
mojette-nonsys,4+2,262144,4,1268,1174,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,scalar(forced),4096,scalar
rs,8+2,262144,4,1124,677,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,scalar(forced),4096,scalar
mojette-sys,8+2,262144,4,1256,670,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,scalar(forced),4096,scalar
mojette-nonsys,8+2,262144,4,100243,6712,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,scalar(forced),4096,scalar
plain,1+0,262144,5,846,433,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,scalar(forced),4096,scalar
stripe,10+0,262144,5,969,622,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,scalar(forced),scalar
rs,4+2,262144,5,1058,625,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,scalar(forced),4096,scalar
mojette-sys,4+2,262144,5,1205,749,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,scalar(forced),4096,scalar
mojette-nonsys,4+2,262144,5,1138,1022,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,scalar(forced),4096,scalar
rs,8+2,262144,5,1063,751,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,scalar(forced),4096,scalar
mojette-sys,8+2,262144,5,1112,742,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,scalar(forced),4096,scalar
mojette-nonsys,8+2,262144,5,1154,927,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,scalar(forced),4096,scalar
plain,1+0,1048576,1,1951,1758,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,scalar(forced),4096,scalar
stripe,10+0,1048576,1,2188,1812,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,scalar(forced),scalar
rs,4+2,1048576,1,2939,2483,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,scalar(forced),4096,scalar
mojette-sys,4+2,1048576,1,3777,2793,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,scalar(forced),4096,scalar
mojette-nonsys,4+2,1048576,1,3934,4202,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,scalar(forced),4096,scalar
rs,8+2,1048576,1,3178,2764,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,scalar(forced),4096,scalar
mojette-sys,8+2,1048576,1,3601,2474,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,scalar(forced),4096,scalar
mojette-nonsys,8+2,1048576,1,3439,3394,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,scalar(forced),4096,scalar
plain,1+0,1048576,2,1928,1602,OK,healthy,v1,x86_64,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,7.0.0-10950-g339daa9ec960,scalar(forced),4096,scalar
