# SPDX-FileCopyrightText: 2026 Tom Haynes <loghyr@gmail.com>
# SPDX-License-Identifier: AGPL-3.0-or-later
=== Phase 1/4: v1 SIMD + degraded ===
=== EC Benchmark ===
MDS: reffs-mds  GEOMETRIES=4:2 8:2  RUNS=5  DEGRADE=1  LAYOUT=v1
CPU: x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2
Sizes: 4096 16384 65536 262144 1048576

Waiting for MDS at reffs-mds:2049...
MDS ready.
--- Size: 4096 bytes ---
codec,geometry,size_bytes,run,write_ms,read_ms,verify,mode,layout,arch,cpu,kernel,simd
rs,4+2,4096,4,152,104,OK,healthy,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2,default
mojette-sys,4+2,4096,4,152,101,OK,healthy,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2,default
mojette-nonsys,4+2,4096,4,150,112,OK,healthy,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2,default
rs,4+2,4096,4,0,103,OK,degraded-1,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2,default
mojette-sys,4+2,4096,4,0,100,OK,degraded-1,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2,default
mojette-nonsys,4+2,4096,4,0,120,OK,degraded-1,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2,default
rs,8+2,4096,4,170,107,OK,healthy,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2,default
mojette-sys,8+2,4096,4,161,109,OK,healthy,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2,default
mojette-nonsys,8+2,4096,4,164,136,OK,healthy,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2,default
rs,8+2,4096,4,0,109,OK,degraded-1,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2,default
mojette-sys,8+2,4096,4,0,108,OK,degraded-1,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2,default
mojette-nonsys,8+2,4096,4,0,139,OK,degraded-1,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2,default
plain,1+0,4096,5,67,33,OK,healthy,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2,default
stripe,10+0,4096,5,92,58,OK,healthy,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2
rs,4+2,4096,5,153,104,OK,healthy,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2,default
mojette-sys,4+2,4096,5,154,104,OK,healthy,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2,default
mojette-nonsys,4+2,4096,5,153,117,OK,healthy,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2,default
rs,4+2,4096,5,0,107,OK,degraded-1,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2,default
mojette-sys,4+2,4096,5,0,106,OK,degraded-1,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2,default
mojette-nonsys,4+2,4096,5,0,122,OK,degraded-1,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2,default
rs,8+2,4096,5,167,109,OK,healthy,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2,default
mojette-sys,8+2,4096,5,164,111,OK,healthy,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2,default
mojette-nonsys,8+2,4096,5,173,141,OK,healthy,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2,default
rs,8+2,4096,5,0,116,OK,degraded-1,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2,default
mojette-sys,8+2,4096,5,0,111,OK,degraded-1,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2,default
mojette-nonsys,8+2,4096,5,0,140,OK,degraded-1,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2,default
plain,1+0,16384,1,72,37,OK,healthy,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2,default
stripe,10+0,16384,1,92,52,OK,healthy,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2
rs,4+2,16384,1,159,109,OK,healthy,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2,default
mojette-sys,4+2,16384,1,159,109,OK,healthy,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2,default
mojette-nonsys,4+2,16384,1,160,117,OK,healthy,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2,default
rs,4+2,16384,1,0,108,OK,degraded-1,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2,default
mojette-sys,4+2,16384,1,0,112,OK,degraded-1,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2,default
mojette-nonsys,4+2,16384,1,0,119,OK,degraded-1,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2,default
rs,8+2,16384,1,179,113,OK,healthy,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2,default
mojette-sys,8+2,16384,1,176,122,OK,healthy,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2,default
mojette-nonsys,8+2,16384,1,169,141,OK,healthy,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2,default
rs,8+2,16384,1,0,119,OK,degraded-1,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2,default
mojette-sys,8+2,16384,1,0,117,OK,degraded-1,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2,default
mojette-nonsys,8+2,16384,1,0,142,OK,degraded-1,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2,default
plain,1+0,16384,2,74,36,OK,healthy,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2,default
stripe,10+0,16384,2,91,58,OK,healthy,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2
rs,4+2,16384,2,156,110,OK,healthy,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2,default
mojette-sys,4+2,16384,2,156,112,OK,healthy,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2,default
mojette-nonsys,4+2,16384,2,160,126,OK,healthy,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2,default
rs,4+2,16384,2,0,110,OK,degraded-1,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2,default
mojette-sys,4+2,16384,2,0,112,OK,degraded-1,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2,default
mojette-nonsys,4+2,16384,2,0,126,OK,degraded-1,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2,default
rs,8+2,16384,2,181,112,OK,healthy,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2,default
mojette-sys,8+2,16384,2,173,117,OK,healthy,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2,default
mojette-nonsys,8+2,16384,2,176,148,OK,healthy,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2,default
rs,8+2,16384,2,0,117,OK,degraded-1,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2,default
mojette-sys,8+2,16384,2,0,117,OK,degraded-1,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2,default
mojette-nonsys,8+2,16384,2,0,146,OK,degraded-1,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2,default
plain,1+0,16384,3,68,37,OK,healthy,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2,default
stripe,10+0,16384,3,88,57,OK,healthy,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2
rs,4+2,16384,3,157,112,OK,healthy,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2,default
mojette-sys,4+2,16384,3,154,108,OK,healthy,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2,default
mojette-nonsys,4+2,16384,3,167,123,OK,healthy,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2,default
rs,4+2,16384,3,0,112,OK,degraded-1,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2,default
mojette-sys,4+2,16384,3,0,111,OK,degraded-1,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2,default
mojette-nonsys,4+2,16384,3,0,123,OK,degraded-1,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2,default
rs,8+2,16384,3,177,117,OK,healthy,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2,default
mojette-sys,8+2,16384,3,171,116,OK,healthy,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2,default
mojette-nonsys,8+2,16384,3,181,149,OK,healthy,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2,default
rs,8+2,16384,3,0,120,OK,degraded-1,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2,default
mojette-sys,8+2,16384,3,0,116,OK,degraded-1,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2,default
mojette-nonsys,8+2,16384,3,0,149,OK,degraded-1,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2,default
plain,1+0,16384,4,69,36,OK,healthy,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2,default
stripe,10+0,16384,4,93,58,OK,healthy,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2
rs,4+2,16384,4,164,113,OK,healthy,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2,default
mojette-sys,4+2,16384,4,161,114,OK,healthy,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2,default
mojette-nonsys,4+2,16384,4,159,125,OK,healthy,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2,default
rs,4+2,16384,4,0,115,OK,degraded-1,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2,default
mojette-sys,4+2,16384,4,0,115,OK,degraded-1,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2,default
mojette-nonsys,4+2,16384,4,0,127,OK,degraded-1,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2,defau--- Size: 65536 bytes ---
lt
rs,8+2,16384,4,183,117,OK,healthy,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2,default
mojette-sys,8+2,16384,4,176,139,OK,healthy,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2,default
mojette-nonsys,8+2,16384,4,179,148,OK,healthy,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2,default
rs,8+2,16384,4,0,121,OK,degraded-1,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2,default
mojette-sys,8+2,16384,4,0,119,OK,degraded-1,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2,default
mojette-nonsys,8+2,16384,4,0,147,OK,degraded-1,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2,default
plain,1+0,16384,5,74,38,OK,healthy,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2,default
stripe,10+0,16384,5,92,52,OK,healthy,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2
rs,4+2,16384,5,166,117,OK,healthy,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2,default
mojette-sys,4+2,16384,5,160,113,OK,healthy,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2,default
mojette-nonsys,4+2,16384,5,164,127,OK,healthy,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2,default
rs,4+2,16384,5,0,116,OK,degraded-1,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2,default
mojette-sys,4+2,16384,5,0,111,OK,degraded-1,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2,default
mojette-nonsys,4+2,16384,5,0,145,OK,degraded-1,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2,default
rs,8+2,16384,5,178,150,OK,healthy,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2,default
mojette-sys,8+2,16384,5,180,122,OK,healthy,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2,default
mojette-nonsys,8+2,16384,5,182,151,OK,healthy,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2,default
rs,8+2,16384,5,0,123,OK,degraded-1,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2,default
mojette-sys,8+2,16384,5,0,131,OK,degraded-1,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2,default
mojette-nonsys,8+2,16384,5,0,150,OK,degraded-1,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2,default
plain,1+0,65536,1,85,51,OK,healthy,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2,default
stripe,10+0,65536,1,99,69,OK,healthy,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2
rs,4+2,65536,1,188,139,OK,healthy,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2,default
mojette-sys,4+2,65536,1,193,134,OK,healthy,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2,default
mojette-nonsys,4+2,65536,1,194,140,OK,healthy,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2,default
rs,4+2,65536,1,0,141,OK,degraded-1,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2,default
mojette-sys,4+2,65536,1,0,129,OK,degraded-1,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2,default
mojette-nonsys,4+2,65536,1,0,140,OK,degraded-1,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2,default
rs,8+2,65536,1,212,138,OK,healthy,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2,default
mojette-sys,8+2,65536,1,199,145,OK,healthy,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2,default
mojette-nonsys,8+2,65536,1,203,104,OK,healthy,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2,default
rs,8+2,65536,1,0,112,OK,degraded-1,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2,default
mojette-sys,8+2,65536,1,0,177,OK,degraded-1,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2,default
mojette-nonsys,8+2,65536,1,0,198,OK,degraded-1,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2,default
plain,1+0,65536,2,89,54,OK,healthy,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2,default
stripe,10+0,65536,2,106,74,OK,healthy,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2
rs,4+2,65536,2,195,142,OK,healthy,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2,default
mojette-sys,4+2,65536,2,192,132,OK,healthy,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2,default
mojette-nonsys,4+2,65536,2,217,151,OK,healthy,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2,default
rs,4+2,65536,2,0,148,OK,degraded-1,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2,default
mojette-sys,4+2,65536,2,0,134,OK,degraded-1,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2,default
mojette-nonsys,4+2,65536,2,0,144,OK,degraded-1,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2,default
rs,8+2,65536,2,201,138,OK,healthy,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2,default
mojette-sys,8+2,65536,2,198,145,OK,healthy,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2,default
mojette-nonsys,8+2,65536,2,204,173,OK,healthy,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2,default
rs,8+2,65536,2,0,145,OK,degraded-1,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2,default
mojette-sys,8+2,65536,2,0,143,OK,degraded-1,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2,default
mojette-nonsys,8+2,65536,2,0,172,OK,degraded-1,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2,default
plain,1+0,65536,3,87,53,OK,healthy,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2,default
stripe,10+0,65536,3,109,71,OK,healthy,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2
rs,4+2,65536,3,198,163,OK,healthy,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2,default
mojette-sys,4+2,65536,3,196,146,OK,healthy,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2,default
mojette-nonsys,4+2,65536,3,205,149,OK,healthy,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2,default
rs,4+2,65536,3,0,146,OK,degraded-1,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2,default
mojette-sys,4+2,65536,3,0,134,OK,degraded-1,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2,default
mojette-nonsys,4+2,65536,3,0,144,OK,degraded-1,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2,default
rs,8+2,65536,3,205,177,OK,healthy,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2,default
mojette-sys,8+2,65536,3,207,190,OK,healthy,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2,default
mojette-nonsys,8+2,65536,3,212,177,OK,healthy,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2,default
rs,8+2,65536,3,0,148,OK,degraded-1,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2,default
mojette-sys,8+2,65536,3,0,144,OK,degraded-1,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2,default
mojette-nonsys,8+2,65536,3,0,176,OK,degraded-1,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2,default
plain,1+0,65536,4,89,53,OK,healthy,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2,default
stripe,10+0,65536,4,104,72,OK,healthy,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2
rs,4+2,65536,4,223,168,OK,healthy,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2,default
mojette-sys,4+2,65536,4,213,133,OK,healthy,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2,default
mojette-nonsys,4+2,65536,4,208,177,OK,healthy,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2,default
rs,4+2,65536,4,0,152,OK,degraded-1,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2,default
mojette-sys,4+2,65536,4,0,146,OK,degraded-1,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2,default
mojette-nonsys,4+2,65536,4,0,154,OK,degraded-1,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2,default
rs,8+2,65536,4,203,164,OK,healthy,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2,default
mojette-sys,8+2,65536,4,213,153,OK,healthy,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2,default
mojette-nonsys,8+2,65536,4,207,179,OK,healthy,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2,default
rs,8+2,65536,4,0,148,OK,degraded-1,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2,default
mojette-sys,8+2,65536,4,0,166,OK,degraded-1,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2,default
mojette-nonsys,8+2,65536,4,0,178,OK,degraded-1,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2,default
plain,1+0,65536,5,87,54,OK,healthy,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2,default
stripe,10+0,65536,5,111,71,OK,healthy,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2
rs,4+2,65536,5,200,145,OK,healthy,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2,default
mojette-sys,4+2,65536,5,196,137,OK,healthy,v2,x86_6--- Size: 262144 bytes ---
4,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2,default
mojette-nonsys,4+2,65536,5,198,153,OK,healthy,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2,default
rs,4+2,65536,5,0,170,OK,degraded-1,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2,default
mojette-sys,4+2,65536,5,0,170,OK,degraded-1,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2,default
mojette-nonsys,4+2,65536,5,0,178,OK,degraded-1,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2,default
rs,8+2,65536,5,210,145,OK,healthy,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2,default
mojette-sys,8+2,65536,5,216,149,OK,healthy,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2,default
mojette-nonsys,8+2,65536,5,208,178,OK,healthy,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2,default
rs,8+2,65536,5,0,186,OK,degraded-1,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2,default
mojette-sys,8+2,65536,5,0,153,OK,degraded-1,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2,default
mojette-nonsys,8+2,65536,5,0,201,OK,degraded-1,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2,default
plain,1+0,262144,1,162,121,OK,healthy,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2,default
stripe,10+0,262144,1,186,144,OK,healthy,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2
rs,4+2,262144,1,316,175,OK,healthy,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2,default
mojette-sys,4+2,262144,1,263,182,OK,healthy,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2,default
mojette-nonsys,4+2,262144,1,316,193,OK,healthy,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2,default
rs,4+2,262144,1,0,319,OK,degraded-1,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2,default
mojette-sys,4+2,262144,1,0,177,OK,degraded-1,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2,default
mojette-nonsys,4+2,262144,1,0,198,OK,degraded-1,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2,default
rs,8+2,262144,1,311,217,OK,healthy,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2,default
mojette-sys,8+2,262144,1,287,155,OK,healthy,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2,default
mojette-nonsys,8+2,262144,1,302,183,OK,healthy,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2,default
rs,8+2,262144,1,0,308,OK,degraded-1,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2,default
mojette-sys,8+2,262144,1,0,164,OK,degraded-1,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2,default
mojette-nonsys,8+2,262144,1,0,205,OK,degraded-1,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2,default
plain,1+0,262144,2,160,120,OK,healthy,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2,default
stripe,10+0,262144,2,173,136,OK,healthy,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2
rs,4+2,262144,2,303,262,OK,healthy,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2,default
mojette-sys,4+2,262144,2,296,142,OK,healthy,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2,default
mojette-nonsys,4+2,262144,2,302,153,OK,healthy,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2,default
rs,4+2,262144,2,0,261,OK,degraded-1,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2,default
mojette-sys,4+2,262144,2,0,143,OK,degraded-1,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2,default
mojette-nonsys,4+2,262144,2,0,150,OK,degraded-1,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2,default
rs,8+2,262144,2,294,218,OK,healthy,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2,default
mojette-sys,8+2,262144,2,284,156,OK,healthy,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2,default
mojette-nonsys,8+2,262144,2,311,201,OK,healthy,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2,default
rs,8+2,262144,2,0,245,OK,degraded-1,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2,default
mojette-sys,8+2,262144,2,0,187,OK,degraded-1,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2,default
